strategy,runs,sharpe_ratio_mean,sharpe_ratio_std,max_drawdown_mean,cumulative_return_mean
Buy_and_Hold,9,-0.8744263003920856,1.8603671164712225,-0.06634991907343475,-0.017879043368534495
With_NLP,9,-0.5425854062282062,2.5644617698427656,-0.055017657932501365,-0.011261659156714288
Without_NLP,9,-2.6115711547836984,1.4685685896862313,-0.07368126026041545,-0.05444482609352028
